Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
251735911581613,Ocean Shores Food Bank,William Walter Young,≤100,1
711056292584179,Charles Law Jr For State Senate District 11,Charles Edward Law,≤100,1
654509758292154,Crumley For Georgia,Crumley For Georgia,≤100,1
177583819559166,CRDC: Prevention,CROWLEYS RIDGE DEVELOPMENT COUNCIL INC,≤100,1
284458748409146,Judge Henry Allred,Tana Labriska Collins,≤100,1
26987543565,Race Forward,RACE FORWARD,≤100,1
280267791996700,Conservative Victory Fund,CONSERVATIVE VICTORY FUND,≤100,1
106690447401117,Meg for Probate Judge,Margaret Greer Evans,≤100,1
559930347441193,Elegantly Set in Stone,These ads ran without a disclaimer,≤100,2
286597537859,Global Health Technologies Coalition,Global Health Technologies Coalition,≤100,2
175609753072368,Semi // Art // Omatic,SEMIARTOMATIC,≤100,1
470717872968370,Mark Gamba for Congress,MARK GAMBA FOR CONGRESS,≤100,1
170458177029365,Delegate Heather Bagnall,Citizens For Heather Bagnall,≤100,1
102436937834528,"Re-elect C. Keith Plummer, Guernsey County Prosecuting Attorney",John D Charlton,≤100,1
118381212893673,Lakeland Fiber Now,FiberNow Advocacy Inc.,≤100,1
101847841157279,알렉스 차 변호사 그룹 Law Office of Alex Cha,Law Office of Alex Cha & Associates,≤100,1
1112444625448591,Re-Elect Terry Barber Kaufman County Commissioner Precinct  3,Terry Allen Barber,≤100,1
156244721689692,Run With Ruby,Ruby Yvette Davis,≤100,2
609450252894597,The Whistleblower Revolution,Heidi Ann Weber,≤100,1
102806281114082,Calvin For Alaska,Calvin For Alaska,≤100,1
39897949829,Texas Watch,TEXAS WATCH,≤100,1
2469990016562535,John Grimm for Kootenai County Sheriff,John Grimm for Kootenai County Sheriff,≤100,1
103075656740,St. Johns Housing Partnership,St. Johns Housing Partnership,≤100,1
211847236218083,"Bill McDaniel, City Manager",City of Plant City,≤100,1
196581254255877,Daniel Kilgore For Ohio,DANIEL KILGORE FOR OHIO,≤100,1
799816320039618,Douche Bag Tees,Matthew Dowd Mack,≤100,1
1312465865436673,Mzm Essentials,Jasmine Marie Carter,≤100,3
106322277507725,Rosenberger for Republican State Central Committee 10th District,Laura A Rosenberger,≤100,1
134414890148,Georgetown Law,Georgetown Law,≤100,1
128698057208045,Singing River Electric,Singing River Electric,≤100,1
192742981927,SEIU Healthcare Minnesota,SEIU Healthcare Minnesota,≤100,1
2336022790003836,Patients + Providers United,Patients and Providers United,≤100,1
466352813568654,Tim Westley for U.S. Congress,COMMITTEE TO ELECT TIMMY WESTLEY,≤100,2
238298166763981,Menefee For Congress,Jon Menefee,≤100,1
435994900321196,African Conservatives Assembly,African Conservatives Assembly,≤100,2
106110787511618,Elect Teia Harris for Chairman of the Walker Co. Board of Education,Teia Leshea Harris,≤100,1
1787981661474767,San Juan "la Ciudad Patria",These ads ran without a disclaimer,≤100,1
203040459719040,Muscogee County Democratic Committee,Laura Lee Walker,≤100,1
122177631810218,Benjamin J. Carollo,Carollo for MN 13B,≤100,3
692429780938659,Women's March Florida Miami-Dade Chapter,Carrie Joanna Feit,≤100,1
1683964495186292,Board Member Nick Melvoin,LAUSD Board Member Nick Melvoin - Officeholder,≤100,1
185793464792543,OneAmerica,OneAmerica,≤100,1
101370937879947,Brett Rosenberg for Montana Public Service Commission District 4 2020,Brett Rosenberg for Montana Public Service Commission District 4,≤100,1
281618778426,River Network,RIVER NETWORK,≤100,1
304174600459936,Front Porch Sense,Marnie Lynn Kuhns,≤100,1
10817698614,Save The Bay - Narragansett Bay,Save The Bay,≤100,1
774230959376283,Judge Aretha Blake - District Court Judge,Chevonna Lisette Nimmons,≤100,1
1258481180930955,Kiwanis Club of Los Gatos,Nancy Corinne Pearson,≤100,1
1240728192771914,Marvin Lim for Georgia,"Friends of Marvin Lim, Inc.",≤100,2
103376737705865,Barbara Ramsey For Congress,BARBARA RAMSEY FOR CONGRESS,≤100,1
1633697220231788,Dr. Alan McCarthy Cecil County Executive,Jennifer Marie Lepore,≤100,1
1714453962109575,Michigan Climate Action Network,Michigan Climate Action Network,≤100,1
2035665923312438,Greater Royal Oak Democratic Club,Greater Royal Oak Democratic Club,≤100,1
546497545399440,ASEC - African Sisters Education Collaborative,African Sisters Education Collaborative,≤100,3
111203383669064,Cathy Broadrick for Midland Democratic Chair,Cathy Brashears Broadrick,≤100,1
106697400682640,Will Argenbright for Onslow County Commissioner,William Howard Argenbright,≤100,1
111425730229763,Azam for Circuit Judge,Joanne Lynn Tyree,≤100,1
156971704365930,Democratic Party of Valencia County,Democratic Party of Valencia County,≤100,1
173034779386389,Pines International,Ronald Seibold,≤100,1
103425584473408,Explore Islam with Muslims in Jax Fl,Ahmed Jama Yassin,≤100,1
108787102511638,Rhode Island Sea Grant,Rhode Island Sea Grant,≤100,1
1000621180052494,Dopeaholics,"Dopeaholics International, LLC",≤100,1
171495432868919,Imby,Enid S Futterman,≤100,1
100562019990818,U.S. Term Limits,U.S. Term Limits Inc.,≤100,1
334822930499903,Rebecca Wood for Congress,Rebecca Wood,≤100,1
660392237420535,Kick Insurance to the Curb,Jordan Patrick Fowler,≤100,1
1037044866336170,Coastal Rail Santa Cruz,Barry Sim Scott,≤100,1
349448285717268,Kelly Rose For GA State Senate D17,"Kelly Rose For Georgia, Inc.",≤100,1
1193226777503877,Clean This Beach Up,Maria Jose Algarra,≤100,1
254045970889,Institute for Social Ecology,Blair Nelson Taylor,≤100,1
115967468490991,Dan Gilbert Insurance,Misti Lynn Miller,≤100,2
114381685773074,One Man's Opinion,One Man’s Opinion,≤100,1
101329551310892,Wearing It Well,Kenneth David Perschetz,≤100,2
192581347490082,California Retirement Advisors,These ads ran without a disclaimer,≤100,1
135520429159,Center for Work Education and Employment (CWEE),COLORADO WOMENS EMPLOYMENT AND EDUCATION INCORPORATED,≤100,1
1596567253941762,CSRA for Bernie Sanders,Melanie Sage Nowlin,≤100,1
193848101876,Republican Party of SJCNM,Republican Party of San Juan County,≤100,1
754906317929003,Lane for Judge,The Campaign for Judge Committee,≤100,2
160158294608134,State Representative Allison Russo,Citizens to Elect Allison Russo,≤100,1
369508676477183,Ralph Northam,The Way Ahead,≤100,1
45091557853,HSA for America,Wiley Perry Long Iii,≤100,1
1777250859268953,Chris Voccio for Niagara Falls,Christopher Voccio,≤100,2
371875469547623,"Bruce Cuff 4 Constitutional, Conservative Leaders in Oregon",Bruce Allen Cuff,≤100,2
222326907785460,A+ College Ready,A+ Education Partnership,≤100,1
392308428047395,Relaxed Shoppers,Yisroel Chaim Juskowicz,≤100,1
105347920979063,Idiotocrat,KOLLEKTIV WORKS,≤100,1
1719618084947050,"Senator Ed Harbison, 15th District",Georgia State Senate,≤100,1
102940631091081,Magaw for all Children,Victoria Lea Zeller,≤100,1
106903150506,Center for Latino Progress - Connecticut Puerto Rican Forum,Yanil Teron,≤100,1
202206013177405,A Safer Eugene & Lane Co. - Oregon,"A Safer Eugene & Lane County, Oregon",≤100,1
115310769890538,Sadie's Joy Education,Leif Neil Olson,≤100,2
120559304621142,Wyoming Outdoor Council,"WYOMING OUTDOOR COUNCIL, INC.",≤100,1
109640363747326,Vermont Daily Chronicle,Guy M Page,≤100,1
1648852388565214,Karen Fielding Mesquite City Council Seat 5,Karen Fielding,≤100,1
143321946525,"North Country Prenatal/Perinatal Council, Inc",NORTH COUNTRY PRENATAL COUNCIL INC,≤100,1
106055760743689,Pedro Barrios,Pedro Barrios,≤100,1
67231126274,Alabama Best Practices Center,A+ Education Partnership,≤100,1
104584314228630,Gilmore for Judge,Matthew Lynn Gilmore,≤100,1
491349724370791,Jack Patrick Lewis,Jack P Lewis,≤100,3
321334725246666,Anton Sakharov for Governor,Anton Sakharov for Governor,≤100,1
294514997230942,Kentucky Conservation Committee,Lane Ellen Boldman,≤100,1
101898127964590,Alan Darnowsky for Ohio 65,Alan Martin Darnowsky,≤100,1
314407953121,Chicagoland CPAs,Laura Kate Vinson,≤100,1
690998164395556,Elders Climate Action - Massachusetts Chapter,Michael J Sales,≤100,1
425874994891141,Loretta Miller for Congress,Loretta Miller,≤100,1
466472636886780,Tangipahoa Parish Government,Tangipahoa Parish Government,≤100,1
192247084655399,Andrew LaBruno Mayor-Elect of Dumont,LABRUNO FOR DUMONT 2019,≤100,1
1601921953229678,Institute for Polarities of Democracy,Willard Cliff Kayser,≤100,1
107027512700413,Rep. Margo Davidson,Robert Caton,≤100,1
172014073401424,"Maine State Representative, Bruce White",Representative Bruce White,≤100,1
103135861086468,Tyree for LD22 State Senate,Sarah Tyree,≤100,1
985144098237408,Buttons4Bernie.com,Michelle  Akers,≤100,1
279647858718524,Eric Nolan's Xtreme Training Center,These ads ran without a disclaimer,≤100,1
2236559243088957,"Climate Reality Madison, WI",Jared Edward Schumacker,≤100,1
517876188389568,Honorable Tamara James,Tamara James Campaign,≤100,1
217137015152702,National Sikh Campaign,We Are Sikhs,≤100,1
481472619320968,"Elect Amanda Barnes-Nix - Clerk of Superior Court, Butts County",Amanda Barnes Nix,≤100,1
184653982265969,Jones Creek Flood of 2017,Jones Creek Flood of 2017,≤100,1
205621160218305,Dr. Luis M. Irizarry Pabón 2020,Dr. Luis M. Irizarry Pabón 2020,≤100,1
362628781134387,Medicines360,"JONES PUBLIC AFFAIRS, INC.",≤100,1
2119337635036027,Elect Whit Davis for District Court Judge,Whit Davis for Judge,≤100,1
460308941173747,Halligan LLC,Roland R Hicks,≤100,1
102920754465469,Chrissy Houlahan for US Senate,Emmanuel Fourakis,≤100,1
373538572698923,Bridging Freedom,Angeline Beam Wade,≤100,1
1680018292279937,Commissioner Sam Parker,Samuel Parker,≤100,1
205238189588054,"Race, Racism and the Law",Professor Vernellia Randall,≤100,1
1296042077176176,DeLoach for Wendell,Joseph Brantley Deloach,≤100,1
2384088161634328,Authors Page: David Laiosa,These ads ran without a disclaimer,≤100,1
314176168639273,Mantra Fit,These ads ran without a disclaimer,≤100,2
100852586711047,League of Women Voters Central Kane County,League of Women Voters Central Kane County,≤100,1
1471192629573866,Brian Livingston for Frisco,Robert Brian Livingston,≤100,1
1577089705837768,Simply Earth,Simply Earth,≤100,1
1761118984115780,Adam McElvain,Adam Thomas Mcelvain,≤100,1
283712532100842,Searchlight New Mexico,Christian Lee Marquez,≤100,1
122849152443325,Ashu Singh,These ads ran without a disclaimer,≤100,1
1255144004653263,Trump Memes 2020,Robert P Leary,≤100,1
2553399698220246,State Representative Anthony Nolan,Anthony L Nolan,≤100,1
418761721542932,PIPES International,Stuart I Harrier,≤100,3
1519544841434528,Jerry Zimmerer For Texas Supreme Court Chief Justice,Jerry For Justice Campaign,≤100,2
114274475307351,Greg Raths For Congress,GREG RATHS FOR CONGRESS 2020,≤100,2
585717161574553,City of Plant City Government,City of Plant City,≤100,1
101419314659505,William for Oregon,William Dean Miller,≤100,1
123739781030200,Canan Law Attorneys,Canan Law Attorneys,≤100,1
209571492403689,Curt Thompson for Gwinnett County Commission Chair,Friends and Neighbors of Curt Thompson,≤100,1
111288756942476,Andrew Plotner,Andrew William Plotner,≤100,1
1133111420040868,City of Laredo - Government,Rafael Gregorio Benavides,≤100,1
824355067607236,Morgantown Mayor Billy Phelps,Dana Sue Phelps,≤100,1
366557424156576,Lifelinz 4ever,James Cecil Wear,≤100,1
100694224677677,Daniel Ross for Congress,ROSS 4 CONGRESS 2020,≤100,1
553035228410857,Citizens for Excellent Education in Dripping Springs,Citizens for Excellent Education in Dripping Springs,≤100,1
316868062481543,Joel Prescott. NH State Rep.- District 10,Joel C Prescott,≤100,1
106471504057665,Chris Stevens for Pocatello,Chris Stevens for Pocatello,≤100,1
316808299222300,Jim Malone for State Representative-66,Friends of Jim Malone,≤100,1
102080924629552,Ruth Ann For School Board District 6,Connor Pierce Doyle,≤100,1
184000548869174,Gastonia Freedom School,Gastonia Freedom School,≤100,1
351441072818,Catholic Family Center,Catholic Charities of the Diocese of Rochester,≤100,1
434186730754652,Arlington Democrats - HD94,Andrea Weisgerber Rader,≤100,1
419794381380683,Savory Institute,Savory Institute,≤100,3
409835579621290,Erasmo Vázquez Hernández,Thay An Marie Vazquez Méndez,≤100,1
2588955454492682,Roy Van Atta for Treasurer,Citizens for Roy Van Atta,≤100,1
157424581125374,Jacey Jetton for State Rep,Jacey Jetton Campaign,≤100,1
1628684420678885,Eddy County,Social Media Manager,≤100,2
355330098511668,Tim Arriaga for Wharton County Constable Pct. 1,Mark Anthony Arriaga,≤100,1
110022313704850,Gabe McLeod for County Clerk,Gabe M Mc Leod,≤100,1
8564653047,"Scott Thomas for Clearwater City Council, Seat 3",Scott Thomas Campaign,≤100,1
424996964219522,Libertarian Party of California,Libertarian Party of California-Unrestricted Account,≤100,1
339865300055659,Goldsmith for Asheville,Goldsmith for Asheville,≤100,1
121525179250263,Paul Cain for Polk County Sheriff,Renee Will-Cain,≤100,1
237337213588365,NYVarsity Sports,Jason Christopher Dibelius,≤100,2
385687021851357,Small Town Podcast,Small Town Podcast,≤100,1
274651295897855,Public Herald,Public Herald,≤100,1
102986231108498,Elect Mike Hill,Michael L Hill,≤100,1
105354227604934,Shannon Bruce for Mayor,Shannon Bruce For Mayor Committee,≤100,1
112465016839130,Re-elect Stan Parker for Howard County Sheriff,Stan Parker,≤100,1
112101353591821,ANTI-Satan Alliance Party of Florida - ASA,Alix  Christopher Toulme Jr,≤100,1
115209363323,New Energy Economy,"NEW ENERGY ECONOMY, INC.",≤100,1
546805145721191,Chris Campbell,Committee To Elect Campbell,≤100,1
758561624558436,Oklahoma HB 2604 Session 2019 AKA The Harris Richardson Act,Sherry Lynn Hull,≤100,1
109439817056024,Elect Logan Endow,Friends of Logan Endow,≤100,2
1679259212348430,Plant City EDC,Plant City EDC,≤100,2
402605359852248,RGLZ Personal Injury Law,Rappaport Glass Levine & Zullo LLP,≤100,1
104414594290255,Brian Bernardo for Wise County Precinct 2 Constable,Brian Anthony Bernardo,≤100,1
541293015923092,Georgia Right to Life,"GEORGIA RIGHT TO LIFE COMMITTEE, INC",≤100,1
260254314444109,"Tasha Lowery, Draper City Council",Tasha Lowery,≤100,1
104853217676445,Jnet_margarita,These ads ran without a disclaimer,≤100,2
851733418324800,Government Justice Center,Government Justice Center,≤100,1
170601883561296,Fran Walker,Fran Walker,≤100,1
344762496098672,Thompson for Villa Hills,Seth Michael Thompson,≤100,1
174046949421616,Phenomenal Woman Action Campaign,Phenomenal Woman Action Campaign,≤100,1
223424284727002,Newsworthy Stories,Jacqueline Larue Jimenez,≤100,1
115072345188336,CRS (Center for Remembering & Sharing),Christopher H Pelham,≤100,1
189034254632699,Costa Mesa Sanitary District,Costa Mesa Sanitary District,≤100,1
917165515112598,Progressive Power,USA Unify Media Inc,≤100,1
539684449477160,Bulk Backpacks,"A.M.D.A. DISTRIBUTORS, INC.",≤100,1
205566349882,Se-Ma-No Electric Cooperative,Se-Ma-No Electric Cooperative,≤100,1
23362993101,Center for Immigration Studies,CENTER FOR IMMIGRATION STUDIES,≤100,1
188383074570800,Aquapparel,Aquapparel,≤100,2
24499197332,Horizons Foundation,HORIZON FOUNDATION,≤100,4
606028316117122,Roxanne Conlin,Roxanne Barton Conlin,≤100,1
82029937681,Tampa Bay Young Republicans,Tampa Bay Young Republicans,≤100,1
106977014054138,Oswald for Judge,Oswald for Judge,≤100,1
111751192180418,Duval Audubon Society,Duval Audubon Society,≤100,1
173731403324949,Beth Daranciang for State,These ads ran without a disclaimer,≤100,1
1842704275852807,Sleeptic,These ads ran without a disclaimer,≤100,1
205015279544021,"Total Engagement Consulting by Kimer, Inc.","Total Engagement Consulting by Kimer, Inc.",≤100,1
2031176687154716,TC Clements,Committee To Elect TC Clements,≤100,1
1400386370088283,Paul Deaver for Valley County Sheriff,Paul Deaver for Valley County Sheriff,≤100,1
102100617943745,Elect Pamela Tyler Thompson for County Commissioner,Pamela Tyler Thompson,≤100,1
382325875959554,Paul Adamczyk For Putnam County BOCC District 5,Paul Adamczyk Republican for Putnam County BOCC District 5,≤100,1
504118316658151,SilencedOrganic,SilencedOrganic.com,≤100,1
524301004579611,Tom Winter,WINTER FOR MONTANA,≤100,17
508826162504295,Video Made To Order - VMTO,Rexford Allen Rizzs,≤100,1
69058547498,Treehouse,Treehouse,≤100,1
106328384169872,Monterey Park Proud,Proud Digital Media,≤100,1
219317455544,Center for Community Engagement at Sonoma State University,Center for Community Engagement,≤100,2
2155040508095232,MonopolyWars,MonopolyWars.com,≤100,1
1775785269331099,William Lutz,William T Lutz,≤100,1
455249598213409,Kanika Helps,Kanika Deidre Brown,≤100,1
110046023837592,Limited edition cannabis "Make America Green Again" tee,These ads ran without a disclaimer,≤100,1
101798871293988,Flip The Texas House,Flip the Texas House,≤100,1
